job_role,skills,experience_level,domain,education_level,tools,required_experience_years,min_salary,max_salary,currency,job_type,industry,certifications,responsibilities,soft_skills,job_level,location,importance_score
Data Analyst,"excel,pandas,powerbi,python,statistics,data visualization",entry,data,bachelor,tableau,8,533922,2396240,INR,intern,Fintech,google data analytics,analyze data,"communication,leadership",Mid-level,Chennai,2
Machine Learning Engineer,"python,deep learning,docker,mlops,tensorflow",mid,data,bachelor,pytorch,2,459704,2402978,INR,contract,IT Services,google ml engineer,build pipelines,"problem-solving,creativity",Mid-level,Pune,5
Full Stack Developer,"html,mongodb,git,node.js,rest,express,react,javascript",senior,software,master,vscode,9,1171755,2557876,INR,on-site,Cloud,full stack certificate,end-to-end development,"problem-solving,teamwork",Architect,Delhi,2
DevOps Engineer,"aws,linux,monitoring,terraform,docker,jenkins",entry,devops,master,jenkins,1,562339,1561583,INR,on-site,Gaming,docker certified,manage CI/CD,"adaptability,leadership",Lead,Remote,4
Full Stack Developer,"rest,javascript,react,express,api,sql",mid,software,diploma,vscode,8,450921,2214523,INR,intern,AI/ML,full stack certificate,end-to-end development,"communication,problem-solving",Architect,USA,5
Full Stack Developer,"sql,javascript,express,mongodb,react,api",mid,software,diploma,figma,7,364963,1894187,INR,hybrid,Cloud,full stack certificate,end-to-end development,"creativity,communication",Lead,Remote,4
Data Scientist,"statistics,data analysis,matplotlib,scikit-learn,seaborn,nlp,pandas,sql",mid,data,bachelor,python,9,874996,1663942,INR,contract,Healthcare,ibm data science,build predictive models,"communication,leadership",Architect,Delhi,4
Cloud Engineer,"kubernetes,aws,azure,docker,monitoring,ci/cd,terraform,gcp,linux",mid,cloud,master,terraform,1,316210,2543092,INR,on-site,Cloud,aws cloud practitioner,deploy cloud infra,"teamwork,problem-solving",Lead,Canada,2
Backend Developer,"mongodb,python,django,docker,rest,express,java",mid,software,diploma,postman,6,619319,1841502,INR,hybrid,Cybersecurity,aws practitioner,build APIs,"adaptability,problem-solving",Junior,Canada,3
Cloud Engineer,"monitoring,kubernetes,ci/cd,gcp,linux,aws,docker,azure",mid,cloud,master,terraform,7,1263969,1575457,INR,full-time,Healthcare,aws cloud practitioner,deploy cloud infra,"leadership,creativity",Lead,Remote,2
Data Analyst,"sql,powerbi,statistics,python,excel,data visualization,tableau",mid,data,diploma,excel,4,549164,1769826,INR,full-time,Cloud,google data analytics,analyze data,"leadership,adaptability",Architect,Delhi,2
Full Stack Developer,"react,git,api,css,docker,javascript,rest,node.js,mongodb",entry,software,diploma,figma,0,948271,1893727,INR,hybrid,E-commerce,full stack certificate,end-to-end development,"communication,creativity",Senior,Hyderabad,5
Cybersecurity Analyst,"incident response,network security,python,linux,vulnerability assessment,cryptography",senior,security,bachelor,nessus,10,1134610,1790554,INR,contract,Healthcare,ceh,threat monitoring,"teamwork,communication",Mid-level,Chennai,1
Backend Developer,"spring,django,sql,node.js,java,mongodb,python,express,docker,postgresql,rest",entry,software,diploma,vscode,4,1158161,2947624,INR,full-time,Cloud,aws practitioner,manage databases,"adaptability,problem-solving",Senior,Pune,4
Data Analyst,"statistics,pandas,data visualization,powerbi,python",mid,data,bachelor,excel,0,1497565,2197563,INR,contract,Gaming,google data analytics,create dashboards,"teamwork,leadership",Mid-level,USA,5
Software Developer,"javascript,html,c#,git,rest,docker,java",entry,software,bachelor,postman,10,488335,1813883,INR,contract,Fintech,oracle java,write clean code,"creativity,leadership",Mid-level,Remote,5
DevOps Engineer,"monitoring,jenkins,docker,aws,kubernetes,terraform",entry,devops,master,jenkins,0,1028542,1842022,INR,hybrid,Cybersecurity,docker certified,infra automation,"leadership,problem-solving",Junior,Pune,5
Frontend Developer,"javascript,css,webpack,react,html,tailwind,typescript,redux,jest,sass",senior,software,master,figma,3,1226450,2118568,INR,intern,Cloud,frontend nanodegree,optimize frontend performance,"problem-solving,creativity",Architect,Delhi,5
Full Stack Developer,"react,docker,git,mongodb,sql",mid,software,diploma,figma,7,1402725,2785180,INR,on-site,Gaming,full stack certificate,deployment,"communication,leadership",Architect,USA,5
Cybersecurity Analyst,"network security,linux,vulnerability assessment,incident response,python,firewall,cryptography",entry,security,master,wireshark,7,509898,2120572,INR,on-site,AI/ML,ceh,threat monitoring,"adaptability,problem-solving",Junior,Pune,1
Software Developer,"java,sql,react,rest,python,git,html,docker",mid,software,diploma,postman,8,982878,2808989,INR,hybrid,Gaming,aws developer,fix bugs,"communication,leadership",Junior,Canada,5
Full Stack Developer,"mongodb,sql,node.js,css,rest,react,html,express,docker,git,javascript",mid,software,diploma,postman,8,1124986,2740091,INR,on-site,E-commerce,full stack certificate,end-to-end development,"creativity,communication",Senior,Delhi,2
Backend Developer,"rest,mongodb,express,sql,node.js,redis,java",entry,software,diploma,vscode,4,311838,2193240,INR,remote,Healthcare,aws practitioner,build APIs,"problem-solving,teamwork",Senior,Bangalore,5
Cloud Engineer,"terraform,azure,aws,ci/cd,linux",mid,cloud,bachelor,terraform,2,1499379,1996910,INR,full-time,Fintech,aws cloud practitioner,deploy cloud infra,"communication,teamwork",Senior,Hyderabad,2
Cybersecurity Analyst,"firewall,incident response,cryptography,linux,network security,python,vulnerability assessment",mid,security,master,wireshark,9,394447,1941777,INR,intern,Fintech,ceh,threat monitoring,"adaptability,teamwork",Mid-level,Pune,5
Data Analyst,"sql,tableau,data visualization,statistics,pandas,python",mid,data,diploma,powerbi,6,624121,1996474,INR,intern,Healthcare,google data analytics,create dashboards,"teamwork,communication",Mid-level,Delhi,4
Software Developer,"react,c#,javascript,python,node.js",senior,software,bachelor,vscode,6,708144,2910372,INR,contract,Gaming,aws developer,develop software features,"leadership,communication",Senior,Remote,2
Frontend Developer,"tailwind,webpack,react,javascript,typescript,sass,html,redux,css,jest",senior,software,bachelor,figma,8,1269193,2757353,INR,full-time,Gaming,frontend nanodegree,optimize frontend performance,"communication,creativity",Architect,Delhi,1
Backend Developer,"java,api,express,node.js,docker,rest,python,postgresql",senior,software,bachelor,docker,4,457506,2089378,INR,full-time,AI/ML,aws practitioner,manage databases,"creativity,teamwork",Mid-level,USA,4
Data Scientist,"nlp,numpy,matplotlib,statistics,seaborn",entry,data,diploma,tableau,6,1332753,1661067,INR,remote,IT Services,ibm data science,build predictive models,"adaptability,leadership",Architect,Chennai,5
Data Scientist,"sql,scikit-learn,data analysis,matplotlib,python,statistics,seaborn,nlp,pandas,numpy",entry,data,master,tableau,1,1160917,1781286,INR,full-time,Cybersecurity,ibm data science,analyze datasets,"leadership,teamwork",Senior,Chennai,1
Backend Developer,"java,rest,django,sql,node.js,redis,express",mid,software,diploma,vscode,0,1117074,2008020,INR,on-site,AI/ML,aws practitioner,build APIs,"problem-solving,teamwork",Junior,Canada,1
Data Scientist,"data analysis,pandas,statistics,matplotlib,nlp,sql",entry,data,bachelor,python,1,487984,2862361,INR,full-time,Cloud,ibm data science,build predictive models,"problem-solving,adaptability",Architect,Canada,1
Frontend Developer,"typescript,html,tailwind,webpack,sass",mid,software,diploma,figma,10,865420,2294996,INR,contract,Gaming,frontend nanodegree,optimize frontend performance,"problem-solving,creativity",Architect,Pune,4
DevOps Engineer,"kubernetes,docker,linux,monitoring,terraform,ci/cd,aws",entry,devops,master,kubernetes,7,1093008,2071028,INR,contract,AI/ML,docker certified,infra automation,"communication,problem-solving",Junior,Bangalore,1
Data Analyst,"data visualization,sql,excel,pandas,python,powerbi,tableau",mid,data,diploma,powerbi,2,469473,2522531,INR,contract,Healthcare,google data analytics,create dashboards,"leadership,teamwork",Junior,USA,3
Cloud Engineer,"docker,kubernetes,terraform,linux,aws,monitoring",entry,cloud,diploma,terraform,7,511610,2372382,INR,remote,Gaming,aws cloud practitioner,deploy cloud infra,"teamwork,creativity",Architect,Bangalore,1
Frontend Developer,"typescript,javascript,react,redux,jest,html,sass,tailwind,webpack",mid,software,bachelor,vscode,5,1082913,2650184,INR,remote,Cloud,frontend nanodegree,optimize frontend performance,"creativity,problem-solving",Lead,Hyderabad,2
Frontend Developer,"redux,css,typescript,react,webpack",entry,software,diploma,figma,6,366653,1562489,INR,full-time,E-commerce,frontend nanodegree,build UI,"creativity,adaptability",Architect,Pune,5
DevOps Engineer,"ci/cd,docker,aws,monitoring,linux,kubernetes",mid,devops,diploma,kubernetes,6,1179318,2688189,INR,contract,Gaming,docker certified,manage CI/CD,"adaptability,problem-solving",Mid-level,USA,1
Backend Developer,"mongodb,django,sql,java,docker,express,api,rest,redis,node.js",entry,software,bachelor,docker,8,625083,2899893,INR,contract,IT Services,aws practitioner,build APIs,"teamwork,leadership",Mid-level,Pune,2
Data Analyst,"sql,statistics,tableau,excel,python,powerbi",mid,data,diploma,powerbi,4,923694,1998174,INR,full-time,IT Services,google data analytics,analyze data,"adaptability,creativity",Mid-level,Bangalore,3
Backend Developer,"api,sql,spring,mongodb,java,node.js,docker,postgresql,redis,python,rest",entry,software,bachelor,postman,3,521122,1662904,INR,remote,Cloud,aws practitioner,manage databases,"adaptability,problem-solving",Lead,USA,4
Machine Learning Engineer,"docker,mlops,sql,nlp,tensorflow,pandas,numpy,python,scikit-learn,pytorch",mid,data,master,tensorflow,3,1224450,2539237,INR,on-site,Cloud,google ml engineer,train ML models,"communication,adaptability",Architect,Pune,1
Backend Developer,"node.js,sql,python,java,docker,redis,mongodb,postgresql,spring",entry,software,bachelor,postman,4,843904,2962885,INR,remote,Gaming,aws practitioner,manage databases,"teamwork,problem-solving",Senior,Delhi,3
Full Stack Developer,"api,sql,html,node.js,react",mid,software,master,vscode,0,770424,2587414,INR,hybrid,Cybersecurity,full stack certificate,deployment,"leadership,adaptability",Architect,Chennai,2
Data Analyst,"data visualization,tableau,statistics,excel,pandas",entry,data,bachelor,tableau,3,1384583,2756414,INR,hybrid,E-commerce,google data analytics,analyze data,"problem-solving,leadership",Senior,Bangalore,2
Software Developer,"c#,node.js,html,react,python,java,rest,css,api",entry,software,master,postman,9,1236406,1821753,INR,remote,Gaming,oracle java,write clean code,"adaptability,communication",Mid-level,Canada,2
Machine Learning Engineer,"nlp,pandas,python,deep learning,docker,scikit-learn,pytorch,mlops,numpy,tensorflow,sql",mid,data,diploma,pytorch,3,1449260,2325800,INR,full-time,Healthcare,google ml engineer,train ML models,"creativity,problem-solving",Senior,USA,2
Frontend Developer,"css,tailwind,sass,redux,javascript,jest,html,webpack",entry,software,bachelor,chrome devtools,5,811924,2522329,INR,remote,Gaming,frontend nanodegree,build UI,"creativity,adaptability",Architect,Pune,1
Machine Learning Engineer,"sql,tensorflow,mlops,pytorch,deep learning",mid,data,diploma,jupyter,9,923190,1567003,INR,full-time,Gaming,google ml engineer,train ML models,"adaptability,teamwork",Architect,Mumbai,4
DevOps Engineer,"aws,linux,monitoring,kubernetes,terraform",senior,devops,master,kubernetes,4,1009834,2936076,INR,full-time,Healthcare,docker certified,manage CI/CD,"communication,teamwork",Mid-level,Bangalore,1
Data Analyst,"excel,sql,data visualization,statistics,python,tableau,pandas",entry,data,bachelor,excel,10,1433645,2565566,INR,on-site,E-commerce,google data analytics,create dashboards,"teamwork,adaptability",Lead,Hyderabad,5
Software Developer,"html,c#,java,sql,typescript",entry,software,master,git,9,628808,2837981,INR,hybrid,Healthcare,oracle java,develop software features,"teamwork,problem-solving",Lead,Canada,4
Full Stack Developer,"docker,html,javascript,rest,node.js,express,react,git,api",senior,software,master,figma,6,431292,1615659,INR,full-time,Cloud,full stack certificate,end-to-end development,"adaptability,leadership",Junior,Pune,5
Cybersecurity Analyst,"incident response,python,vulnerability assessment,linux,cryptography,network security",mid,security,master,wireshark,7,1168076,2226409,INR,intern,Healthcare,ceh,security audits,"leadership,communication",Junior,Delhi,3
Backend Developer,"express,rest,python,django,redis,postgresql,docker,mongodb,java,api",entry,software,master,docker,6,1166569,1594526,INR,contract,Fintech,aws practitioner,build APIs,"creativity,teamwork",Lead,Mumbai,2
Software Developer,"node.js,c#,api,javascript,docker,css",entry,software,bachelor,git,2,1304657,1946067,INR,on-site,Healthcare,oracle java,write clean code,"leadership,teamwork",Lead,Mumbai,3
Cybersecurity Analyst,"linux,vulnerability assessment,python,network security,cryptography",senior,security,bachelor,metasploit,1,807676,2430994,INR,on-site,Healthcare,ceh,security audits,"teamwork,creativity",Lead,Chennai,5
Software Developer,"react,docker,typescript,java,html,rest,api",senior,software,master,vscode,5,586717,2516235,INR,on-site,Fintech,oracle java,fix bugs,"adaptability,leadership",Lead,Canada,3
Data Analyst,"data visualization,pandas,tableau,sql,powerbi,statistics,python",entry,data,diploma,excel,2,1214607,1803731,INR,intern,Fintech,google data analytics,create dashboards,"problem-solving,teamwork",Junior,Mumbai,1
Cloud Engineer,"docker,kubernetes,azure,gcp,aws",senior,cloud,bachelor,cloudwatch,1,1458280,1645020,INR,on-site,Cybersecurity,aws cloud practitioner,deploy cloud infra,"adaptability,leadership",Lead,Canada,2
Frontend Developer,"sass,webpack,react,tailwind,css,javascript",entry,software,master,figma,4,714838,1824129,INR,contract,Cloud,frontend nanodegree,optimize frontend performance,"teamwork,problem-solving",Junior,Delhi,2
Backend Developer,"docker,django,sql,redis,api,express,node.js",mid,software,master,postman,10,911018,2989887,INR,contract,Cloud,aws practitioner,manage databases,"problem-solving,teamwork",Senior,Canada,4
Software Developer,"c#,node.js,python,sql,java,typescript,html,css,rest",mid,software,bachelor,vscode,7,684117,2546555,INR,contract,IT Services,aws developer,fix bugs,"communication,problem-solving",Mid-level,Chennai,4
Data Scientist,"numpy,seaborn,pandas,data analysis,sql,scikit-learn,statistics,matplotlib,nlp,python",entry,data,bachelor,python,7,1041822,2412519,INR,intern,AI/ML,ibm data science,analyze datasets,"problem-solving,creativity",Architect,Bangalore,1
DevOps Engineer,"jenkins,terraform,ci/cd,docker,aws",entry,devops,diploma,kubernetes,0,306737,2749105,INR,contract,E-commerce,docker certified,infra automation,"leadership,problem-solving",Lead,Mumbai,2
DevOps Engineer,"linux,terraform,docker,monitoring,jenkins,kubernetes,aws,ci/cd",entry,devops,diploma,kubernetes,9,1495801,1982469,INR,contract,Gaming,docker certified,infra automation,"communication,leadership",Mid-level,Hyderabad,1
Cloud Engineer,"azure,linux,terraform,gcp,kubernetes",mid,cloud,diploma,terraform,9,1437568,2706343,INR,intern,Fintech,aws cloud practitioner,deploy cloud infra,"problem-solving,leadership",Architect,Delhi,1
Cloud Engineer,"azure,monitoring,linux,docker,gcp",senior,cloud,bachelor,cloudwatch,7,523573,2386957,INR,intern,IT Services,aws cloud practitioner,deploy cloud infra,"leadership,creativity",Architect,Canada,3
Software Developer,"css,node.js,api,html,git",senior,software,diploma,postman,3,587152,2019713,INR,intern,AI/ML,oracle java,develop software features,"leadership,creativity",Lead,Hyderabad,3
